app_id,app_name,review_id,user_name,content,score,thumbs_up_count,at,sentiment
com.gojek.app,Gojek - Transportasi & Makanan,280cb49d-1650-4ff5-9a42-3bdac46017ac,Agus Hariyanto,putus mitra tanpa kejelasan.. aneh pdhl ajukan banding..,1,0,2025-09-03 03:28:29,negatif
com.gojek.app,Gojek - Transportasi & Makanan,16a43e58-6d06-450f-a38d-008fdddb1c1d,Adjie Pw,Aplikasi lelet...slow respon,5,0,2025-09-03 03:27:58,positif
com.gojek.app,Gojek - Transportasi & Makanan,39fc28ca-a116-4144-ac0f-5db07b23a2ca,affifuddin ilham,"sakit banget di tipu tiap hari chek in agar dapet poin tapi setelah 6 hari chek in hari ke 7 nya yang seharusnya dapet 1000 poin malah ngulang dari awal padahal ga ada lupa sehari pun chek in tapi begitu mau dapet yang 1000 poin malah di ulang dari awal udah berkali kali begitu, tolong jangan nipu ya👍 yang jujur jujur aja🙏 kalau gamau di perbaiki mending hapus aja itu fitur check in poin nya kasian orang² yang udah berharap dapetin 1000 poin tiap hari chek in giliran udah mau dapet 1000 malah?",1,0,2025-09-03 03:01:56,negatif
com.gojek.app,Gojek - Transportasi & Makanan,6e254b90-88a1-428c-9f91-feae049f4e52,joy s' houby,"express tapi tetep telatt tau gitu yg standar aja, bukan masalah duit seberapa cuma emang udah expect bakal cepet",3,0,2025-09-03 02:49:52,netral
com.gojek.app,Gojek - Transportasi & Makanan,b44b1c54-271c-4943-907c-ab5f9b00be00,Lia ria,"Bagus sih menolong bgt ada gojek tp kenapa gitu klo cuaca gerimis pada gak ada yg ambil orderan, ?? saya siap sedia jas hujan sendiri koq, lebih rajin dan jangan pilih pilih orderan ya Abang gojek yg baik ..",5,0,2025-09-03 02:49:47,positif
com.gojek.app,Gojek - Transportasi & Makanan,08a7571a-d62f-460e-83b7-d1f634fa50bf,felix YT12,"masih bagus Maxim daripada ini aplikasi... lintah darat ongkos kemahalan,jarak tidak terlalu jauh, apalagi pesan makan gila bener ongkirnya.",1,0,2025-09-03 02:39:01,negatif
com.gojek.app,Gojek - Transportasi & Makanan,0ea728e2-c220-4415-b12e-c2b6ff8720ec,Trisna Ika,terbaik...,5,0,2025-09-03 02:31:01,positif
com.gojek.app,Gojek - Transportasi & Makanan,e50acb8f-5ddd-4166-8150-e6ad95787549,Torry Sumaryanto,mudah nyaaaa,5,0,2025-09-03 02:00:04,positif
com.gojek.app,Gojek - Transportasi & Makanan,c646ebc4-3e0c-4a91-95a2-c29fe17eda0c,Dani Kz04,sangat bagus,5,0,2025-09-03 01:51:46,positif
com.gojek.app,Gojek - Transportasi & Makanan,396a211a-6880-4ddd-8813-6fe73aea9764,Nizam Efendi,Sangat membantu,5,0,2025-09-03 01:51:11,positif
com.gojek.app,Gojek - Transportasi & Makanan,a0da07cd-bb9f-4268-898c-810c3ce42896,Soepri Aty,sehabis demo gojek Ongkosnya Mehong amat neh.,2,0,2025-09-03 01:46:04,negatif
com.gojek.app,Gojek - Transportasi & Makanan,a9a451c1-0078-414f-8ef4-03bd7006edf9,Jakfar Sadek,oke banget,5,0,2025-09-03 01:38:36,positif
com.gojek.app,Gojek - Transportasi & Makanan,a7bc9ad4-15d6-4890-bd94-c5d64977d213,War Tini,ok pokoke kemana mana sudah tidak bingung lagi,5,0,2025-09-03 01:22:03,positif
com.gojek.app,Gojek - Transportasi & Makanan,cc5698df-250d-46e1-8ad9-c9d938bee596,Fajar Muhammad Lutfi,updet mllu perasaan baru bnget kemarin,1,0,2025-09-03 01:22:03,negatif
com.gojek.app,Gojek - Transportasi & Makanan,9d447263-41d1-4e2e-bd3f-0ac263fae8cc,Ilmi Suci,pokoknya bagus banget deeh,5,0,2025-09-03 01:01:14,positif
com.gojek.app,Gojek - Transportasi & Makanan,ddda3255-ec31-452f-8c8a-74309ca58499,Amir Shelalhoe,aplikasi yang sangat berguna untuk menunjang aktivitas sehari-hari,5,0,2025-09-03 00:39:23,positif
com.gojek.app,Gojek - Transportasi & Makanan,88bda787-9797-40f2-aa4a-46849106c53b,CV AISYAH PUTRA MANDIRI,sangat membantu,5,0,2025-09-03 00:24:52,positif
com.gojek.app,Gojek - Transportasi & Makanan,56af59c0-4539-41c9-b868-49594227bd8b,abdillah,Tarifnya mahal dapat drivernya jauh-jauh jaraknya,1,0,2025-09-03 00:00:29,negatif
com.gojek.app,Gojek - Transportasi & Makanan,76643046-ff61-44fe-8c23-e85224a05313,ucok samudro,AQ sih yeeeees,5,0,2025-09-02 23:49:37,positif
com.gojek.app,Gojek - Transportasi & Makanan,1be5b58b-6fd7-49e1-9b50-246e5680c349,m.Farid Ilmi,terlalu banyak demo anarki,1,0,2025-09-02 23:47:41,negatif
com.gojek.app,Gojek - Transportasi & Makanan,443ad6cc-38e6-47a6-85c5-3768d3277285,Plat. Z Farhan,lama dan jauh kalo nyari driver yang promo 😐,3,0,2025-09-02 23:25:16,netral
com.gojek.app,Gojek - Transportasi & Makanan,79adba40-6be5-46d4-94db-2c677daeed35,Pengguna Google,lama banget nyari driver,1,0,2025-09-02 23:12:46,negatif
com.gojek.app,Gojek - Transportasi & Makanan,73022383-733b-4a1a-9e83-2e6f951d3782,arifin agus,tepat waktu...,5,0,2025-09-02 23:01:49,positif
com.gojek.app,Gojek - Transportasi & Makanan,dcd336d7-c87d-4859-8734-5f87fa2ae8e0,Bima,"eror aja trus, lokasi penjeputan udah bener malah gabisa dj aplikasi, bikin lama aja, tolong benerin developer",1,1,2025-09-02 22:53:27,negatif
com.gojek.app,Gojek - Transportasi & Makanan,6044faa7-4fdf-4dcf-b48f-a8f55ee603f7,Romy Syahputra,tolong perbaikik sistem mu,1,1,2025-09-02 18:30:28,negatif
com.gojek.app,Gojek - Transportasi & Makanan,88807a97-8fb5-48db-a03a-fec6fd596701,Incang Chanoz,terbaiiikkk..!!,5,0,2025-09-02 17:38:40,positif
com.gojek.app,Gojek - Transportasi & Makanan,8c162fa0-c699-4e16-a6a2-41c797bfcab9,minteen Susi,malam dan tengah malam sangat membantu banged ini aplikasi buat kirim atau pesan barang juga makanan dan sebagainya .. trimakasih Gojek Jaya selalu yah,5,0,2025-09-02 17:06:35,positif
com.gojek.app,Gojek - Transportasi & Makanan,f1f59a6d-13e2-4c65-84cf-898de25c5f29,akim malik,"APK GOPAY LEDIK.. BAYAR JAM 11 DARI BANK SUDAH BERHASIL, SISTEM BOBROK KALIAN NGEBACA DI HARI BERIKUTNYA DAN HARUS BAYAR DENDA.. BOBROK BLOK!!!",1,1,2025-09-02 16:38:31,negatif
com.gojek.app,Gojek - Transportasi & Makanan,fd746cd6-a80a-4c0e-8981-3f2c322f9308,Angel parinusa,m a n t a p,5,0,2025-09-02 16:00:23,positif
com.gojek.app,Gojek - Transportasi & Makanan,5208bd85-81af-463d-a25a-2f3b3fe7851a,Lisa Adibah,aplikasi yang sangat membantu untuk keadaan apapun,5,0,2025-09-02 15:58:50,positif
com.gojek.app,Gojek - Transportasi & Makanan,698ef7f1-6cef-4f1c-81b3-56f3c0f21867,hermanto antodjasum,"tolong admin bekukan aja customer yg sudah order dan driver sdah sampai titik jemput dicancel dengan ceklist menurunkan performa driver,,,customer yg tidak ada etika dan empati kepada driver,,,",5,0,2025-09-02 15:51:18,positif
